VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge,month,LocationID,Borough,Zone,service_zone
2,2023-01-29 19:35:03,01/29/2023 07:51:14 PM,N,1.0,66,17,1.0,2.89,18.4,0.0,0.5,4.98,0.0,,1.0,24.88,1.0,1.0,0.0,1,66,Brooklyn,DUMBO/Vinegar Hill,Boro Zone
2,2023-01-06 18:32:00,01/06/2023 06:58:00 PM,,,97,164,,5.29,32.64,0.0,0.0,5.46,0.0,,1.0,41.85,,,,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-01 16:15:55,01/01/2023 04:26:54 PM,N,1.0,97,17,1.0,1.71,12.8,0.0,0.5,0.0,0.0,,1.0,14.3,2.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-11 18:06:06,01/11/2023 06:25:07 PM,N,1.0,65,195,1.0,3.04,19.1,2.5,0.5,4.62,0.0,,1.0,27.72,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
1,2023-01-26 20:57:14,01/26/2023 09:21:36 PM,N,1.0,65,227,1.0,4.0,22.6,1.0,1.5,5.0,0.0,,1.0,30.1,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-22 11:20:53,01/22/2023 11:29:44 AM,N,1.0,97,189,2.0,0.92,9.3,0.0,0.5,2.16,0.0,,1.0,12.96,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-14 23:43:00,01/15/2023 12:12:00 AM,,,54,61,,5.75,26.69,0.0,0.0,2.0,0.0,,1.0,29.69,,,,1,54,Brooklyn,Columbia Street,Boro Zone
2,2023-01-30 16:14:48,01/30/2023 04:23:35 PM,N,1.0,65,25,1.0,1.0,9.3,2.5,0.5,0.0,0.0,,1.0,13.3,2.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-03 20:08:37,01/03/2023 08:34:16 PM,N,1.0,65,238,1.0,10.75,45.0,1.0,0.5,10.05,0.0,,1.0,60.3,1.0,1.0,2.75,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-21 03:40:52,01/21/2023 04:08:37 AM,N,1.0,112,100,1.0,3.43,26.8,1.0,0.5,5.0,0.0,,1.0,37.05,1.0,1.0,2.75,1,112,Brooklyn,Greenpoint,Boro Zone
1,2023-01-19 22:51:52,01/19/2023 10:58:58 PM,N,1.0,210,210,1.0,1.1,6.5,0.5,1.5,0.0,0.0,,1.0,8.5,2.0,1.0,0.0,1,210,Brooklyn,Sheepshead Bay,Boro Zone
2,2023-01-03 19:50:04,01/03/2023 07:59:34 PM,N,1.0,97,61,2.0,2.25,12.8,2.5,0.5,3.36,0.0,,1.0,20.16,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-12 22:39:53,01/12/2023 11:21:01 PM,N,1.0,256,170,4.0,7.08,39.4,1.0,0.5,13.4,0.0,,1.0,58.05,1.0,1.0,2.75,1,256,Brooklyn,Williamsburg (South Side),Boro Zone
1,2023-01-19 12:02:49,01/19/2023 12:17:49 PM,N,1.0,65,189,1.0,1.6,12.8,0.0,1.5,0.0,0.0,,1.0,14.3,2.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
1,2023-01-24 09:56:23,01/24/2023 10:48:08 AM,N,1.0,55,170,1.0,0.0,50.5,0.0,1.5,0.0,6.55,,1.0,58.55,1.0,1.0,0.0,1,55,Brooklyn,Coney Island,Boro Zone
2,2023-01-10 16:19:52,01/10/2023 04:36:00 PM,N,1.0,97,228,1.0,2.71,17.0,2.5,0.5,3.0,0.0,,1.0,24.0,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
1,2023-01-28 17:38:39,01/28/2023 05:59:56 PM,N,1.0,97,61,1.0,2.2,16.3,0.0,1.5,3.55,0.0,,1.0,21.35,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
1,2023-01-22 20:57:27,01/22/2023 09:06:07 PM,N,1.0,65,52,1.0,1.1,10.0,1.0,1.5,2.5,0.0,,1.0,15.0,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-11 18:16:11,01/11/2023 06:30:10 PM,N,1.0,97,181,1.0,1.64,13.5,2.5,0.5,3.5,0.0,,1.0,21.0,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
1,2023-01-25 19:10:51,01/25/2023 07:24:25 PM,N,1.0,65,54,2.0,1.6,12.1,2.5,1.5,3.2,0.0,,1.0,19.3,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
1,2023-01-28 21:41:48,01/28/2023 10:04:57 PM,N,1.0,65,145,1.0,0.1,19.1,1.0,1.5,5.4,0.0,,1.0,27.0,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-25 22:24:57,01/25/2023 10:28:46 PM,N,1.0,33,52,1.0,0.74,5.8,1.0,0.5,1.66,0.0,,1.0,9.96,1.0,1.0,0.0,1,33,Brooklyn,Brooklyn Heights,Boro Zone
2,2023-01-18 20:58:21,01/18/2023 09:34:10 PM,N,1.0,66,164,2.0,9.33,44.3,1.0,0.5,5.0,0.0,,1.0,54.55,1.0,1.0,2.75,1,66,Brooklyn,DUMBO/Vinegar Hill,Boro Zone
2,2023-01-20 19:57:31,01/20/2023 08:10:19 PM,N,1.0,97,49,1.0,1.43,12.8,2.5,0.5,3.36,0.0,,1.0,20.16,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-15 11:40:01,01/15/2023 11:48:27 AM,N,1.0,65,106,1.0,1.56,11.4,0.0,0.5,2.58,0.0,,1.0,15.48,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-11 09:55:18,01/11/2023 10:21:44 AM,N,1.0,97,11,1.0,11.45,45.7,0.0,0.5,0.0,0.0,,1.0,47.2,2.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-07 16:29:41,01/07/2023 04:55:00 PM,N,1.0,66,234,1.0,5.8,31.0,0.0,0.5,7.05,0.0,,1.0,42.3,1.0,1.0,2.75,1,66,Brooklyn,DUMBO/Vinegar Hill,Boro Zone
2,2023-01-16 16:36:39,01/16/2023 04:47:08 PM,N,1.0,97,106,1.0,1.09,10.7,0.0,0.5,3.66,0.0,,1.0,15.86,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-28 13:23:42,01/28/2023 01:26:49 PM,N,1.0,97,181,1.0,0.53,5.1,0.0,0.5,1.32,0.0,,1.0,7.92,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-10 17:00:40,01/10/2023 05:36:58 PM,N,1.0,97,36,1.0,4.15,29.6,2.5,0.5,0.0,0.0,,1.0,33.6,2.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-20 11:37:31,01/20/2023 11:57:56 AM,N,1.0,33,161,1.0,6.61,30.3,0.0,0.5,6.91,0.0,,1.0,41.46,1.0,1.0,2.75,1,33,Brooklyn,Brooklyn Heights,Boro Zone
2,2023-01-29 04:56:00,01/29/2023 05:24:00 AM,,,225,132,,10.77,38.84,0.0,0.0,0.0,0.0,,1.0,39.84,,,,1,225,Brooklyn,Stuyvesant Heights,Boro Zone
2,2023-01-22 16:14:28,01/22/2023 04:27:54 PM,N,1.0,65,49,1.0,1.95,13.5,0.0,0.5,2.0,0.0,,1.0,17.0,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-13 21:25:35,01/13/2023 09:30:56 PM,N,1.0,65,97,1.0,0.94,7.2,1.0,0.5,0.0,0.0,,1.0,9.7,2.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-29 17:30:26,01/29/2023 05:36:39 PM,N,1.0,112,255,1.0,1.13,7.9,0.0,0.5,0.0,0.0,,1.0,9.4,2.0,1.0,0.0,1,112,Brooklyn,Greenpoint,Boro Zone
1,2023-01-02 13:01:08,01/02/2023 01:10:40 PM,N,1.0,65,181,2.0,1.6,10.0,0.0,1.5,0.0,0.0,,1.0,11.5,2.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-11 22:25:05,01/11/2023 10:30:44 PM,N,1.0,33,54,1.0,1.15,7.9,1.0,0.5,1.25,0.0,,1.0,11.65,1.0,1.0,0.0,1,33,Brooklyn,Brooklyn Heights,Boro Zone
2,2023-01-09 20:21:17,01/09/2023 08:35:15 PM,N,1.0,97,17,1.0,2.1,14.2,1.0,0.5,3.34,0.0,,1.0,20.04,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-28 23:33:29,01/28/2023 11:42:31 PM,N,1.0,33,52,2.0,1.53,10.7,1.0,0.5,3.96,0.0,,1.0,17.16,1.0,1.0,0.0,1,33,Brooklyn,Brooklyn Heights,Boro Zone
2,2023-01-28 01:28:15,01/28/2023 01:47:12 AM,N,1.0,36,65,1.0,3.56,19.1,1.0,0.5,0.0,0.0,,1.0,21.6,2.0,1.0,0.0,1,36,Brooklyn,Bushwick North,Boro Zone
2,2023-01-14 14:01:51,01/14/2023 02:09:23 PM,N,1.0,25,97,1.0,1.12,8.6,0.0,0.5,2.02,0.0,,1.0,12.12,1.0,1.0,0.0,1,25,Brooklyn,Boerum Hill,Boro Zone
1,2023-01-02 14:44:25,01/02/2023 02:51:38 PM,N,1.0,49,181,1.0,1.1,6.5,0.0,1.5,2.0,0.0,,1.0,10.0,1.0,1.0,0.0,1,49,Brooklyn,Clinton Hill,Boro Zone
2,2023-01-25 19:27:21,01/25/2023 07:45:01 PM,N,1.0,66,255,2.0,3.84,21.2,2.5,0.5,5.04,0.0,,1.0,30.24,1.0,1.0,0.0,1,66,Brooklyn,DUMBO/Vinegar Hill,Boro Zone
1,2023-01-10 12:50:21,01/10/2023 12:57:19 PM,N,1.0,210,150,1.0,1.4,9.3,0.0,1.5,0.5,0.0,,1.0,11.3,1.0,1.0,0.0,1,210,Brooklyn,Sheepshead Bay,Boro Zone
2,2023-01-23 15:33:06,01/23/2023 03:44:53 PM,N,1.0,65,33,1.0,1.38,12.1,0.0,0.5,0.0,0.0,,1.0,13.6,2.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-10 12:55:47,01/10/2023 01:11:02 PM,N,1.0,97,189,1.0,1.61,14.9,0.0,0.5,2.5,0.0,,1.0,18.9,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-03 19:17:47,01/03/2023 07:26:28 PM,N,1.0,65,49,1.0,1.37,10.0,2.5,0.5,2.8,0.0,,1.0,16.8,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-26 20:18:19,01/26/2023 08:19:08 PM,N,1.0,256,256,2.0,0.05,-3.0,-1.0,-0.5,0.0,0.0,,-1.0,-5.5,3.0,1.0,0.0,1,256,Brooklyn,Williamsburg (South Side),Boro Zone
2,2023-01-27 23:12:00,01/27/2023 11:35:00 PM,,,255,48,,5.51,23.63,0.0,0.0,5.09,6.55,,1.0,39.02,,,,1,255,Brooklyn,Williamsburg (North Side),Boro Zone
2,2023-01-16 17:51:11,01/16/2023 06:07:25 PM,N,1.0,66,148,2.0,2.62,17.7,0.0,0.5,2.0,0.0,,1.0,23.95,1.0,1.0,2.75,1,66,Brooklyn,DUMBO/Vinegar Hill,Boro Zone
2,2023-01-23 11:37:34,01/23/2023 11:43:03 AM,N,1.0,33,33,1.0,0.74,7.2,0.0,0.5,0.0,0.0,,1.0,8.7,2.0,1.0,0.0,1,33,Brooklyn,Brooklyn Heights,Boro Zone
2,2023-01-24 16:28:59,01/24/2023 04:40:25 PM,N,1.0,97,97,2.0,0.88,11.4,2.5,0.5,3.08,0.0,,1.0,18.48,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-07 03:40:19,01/07/2023 03:59:12 AM,N,1.0,112,249,4.0,5.58,26.1,1.0,0.5,6.27,0.0,,1.0,37.62,1.0,1.0,2.75,1,112,Brooklyn,Greenpoint,Boro Zone
2,2023-01-25 15:35:26,01/25/2023 04:01:09 PM,N,1.0,97,37,1.0,3.33,17.5,0.0,0.5,3.66,0.0,,0.3,21.96,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-17 13:01:00,01/17/2023 01:25:00 PM,,,17,35,,4.0,26.03,0.0,0.0,0.0,0.0,,1.0,27.03,,,,1,17,Brooklyn,Bedford,Boro Zone
2,2023-01-25 20:17:05,01/25/2023 08:31:12 PM,N,1.0,97,61,1.0,3.05,16.3,1.0,0.5,0.0,0.0,,1.0,18.8,2.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
1,2023-01-19 22:14:02,01/19/2023 10:36:44 PM,N,1.0,210,29,1.0,6.1,28.2,1.0,1.5,0.0,0.0,,1.0,30.7,2.0,1.0,0.0,1,210,Brooklyn,Sheepshead Bay,Boro Zone
2,2023-01-08 16:49:17,01/08/2023 04:49:20 PM,N,1.0,61,61,1.0,0.0,3.0,0.0,0.5,10.5,0.0,,1.0,15.0,4.0,1.0,0.0,1,61,Brooklyn,Crown Heights North,Boro Zone
2,2023-01-30 18:11:00,01/30/2023 06:37:00 PM,,,97,37,,3.58,19.58,0.0,0.0,2.0,0.0,,1.0,22.58,,,,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-06 07:31:00,01/06/2023 07:43:00 AM,,,97,88,,3.42,18.7,0.0,0.0,2.24,0.0,,1.0,24.69,,,,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-17 20:32:46,01/17/2023 08:46:15 PM,N,1.0,65,188,1.0,2.38,14.9,1.0,0.5,1.74,0.0,,1.0,19.14,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
1,2023-01-17 07:41:35,01/17/2023 08:21:21 AM,Y,1.0,21,123,3.0,0.0,30.3,0.0,1.5,0.0,0.0,,1.0,31.8,2.0,1.0,0.0,1,21,Brooklyn,Bensonhurst East,Boro Zone
2,2023-01-24 08:44:45,01/24/2023 09:13:02 AM,N,1.0,33,229,2.0,6.87,35.2,0.0,0.5,11.84,0.0,,1.0,51.29,1.0,1.0,2.75,1,33,Brooklyn,Brooklyn Heights,Boro Zone
2,2023-01-14 20:11:32,01/14/2023 08:32:04 PM,N,1.0,25,61,1.0,3.36,21.2,1.0,0.5,0.0,0.0,,1.0,23.7,2.0,1.0,0.0,1,25,Brooklyn,Boerum Hill,Boro Zone
2,2023-01-25 10:57:00,01/25/2023 11:09:00 AM,,,257,89,,2.15,15.11,0.0,0.0,0.26,0.0,,1.0,16.37,,,,1,257,Brooklyn,Windsor Terrace,Boro Zone
2,2023-01-08 17:53:05,01/08/2023 06:07:10 PM,N,1.0,97,17,1.0,1.87,14.2,0.0,0.5,3.14,0.0,,1.0,18.84,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
1,2023-01-10 17:13:14,01/10/2023 05:27:16 PM,N,1.0,25,181,2.0,1.1,10.7,2.5,1.5,4.4,0.0,,1.0,19.1,1.0,1.0,0.0,1,25,Brooklyn,Boerum Hill,Boro Zone
2,2023-01-20 18:23:46,01/20/2023 06:39:32 PM,N,1.0,25,189,1.0,1.55,14.9,2.5,0.5,2.08,0.0,,1.0,20.98,1.0,1.0,0.0,1,25,Brooklyn,Boerum Hill,Boro Zone
2,2023-01-02 20:54:23,01/02/2023 09:04:28 PM,N,1.0,97,49,1.0,1.59,11.4,1.0,0.5,4.17,0.0,,1.0,18.07,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-10 20:13:29,01/10/2023 08:38:32 PM,N,1.0,97,36,1.0,5.95,29.6,1.0,0.5,6.42,0.0,,1.0,38.52,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
1,2023-01-15 20:09:05,01/15/2023 08:35:09 PM,N,1.0,65,71,1.0,4.5,23.3,1.0,1.5,2.0,0.0,,1.0,27.8,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-15 11:12:09,01/15/2023 11:25:00 AM,N,5.0,65,233,1.0,6.17,30.0,0.0,0.0,5.0,0.0,,1.0,38.75,1.0,2.0,2.75,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-17 15:19:08,01/17/2023 03:26:06 PM,N,1.0,52,40,1.0,0.86,7.9,0.0,0.5,0.0,0.0,,1.0,9.4,2.0,1.0,0.0,1,52,Brooklyn,Cobble Hill,Boro Zone
2,2023-01-15 12:02:00,01/15/2023 12:09:00 PM,,,62,189,,1.42,12.17,0.0,0.0,2.63,0.0,,1.0,15.8,,,,1,62,Brooklyn,Crown Heights South,Boro Zone
2,2023-01-13 14:37:36,01/13/2023 02:50:02 PM,N,1.0,97,97,1.0,1.46,12.1,0.0,0.5,0.0,0.0,,1.0,13.6,2.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-01 04:27:54,01/01/2023 04:44:35 AM,N,1.0,256,228,1.0,8.46,33.8,1.0,0.5,2.0,0.0,,1.0,38.3,1.0,1.0,0.0,1,256,Brooklyn,Williamsburg (South Side),Boro Zone
2,2023-01-05 15:07:04,01/05/2023 03:38:21 PM,N,1.0,97,138,1.0,10.8,33.5,5.0,0.5,7.86,0.0,,0.3,47.16,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
1,2023-01-20 23:14:24,01/20/2023 11:37:02 PM,N,1.0,97,177,1.0,3.8,22.6,1.0,1.5,6.25,0.0,,1.0,31.35,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-14 02:18:10,01/14/2023 02:36:32 AM,N,1.0,80,45,1.0,4.78,24.0,1.0,0.5,5.85,0.0,,1.0,35.1,1.0,1.0,2.75,1,80,Brooklyn,East Williamsburg,Boro Zone
1,2023-01-24 16:36:26,01/24/2023 05:25:08 PM,N,1.0,25,91,1.0,0.0,26.5,0.0,1.5,0.0,0.0,,1.0,28.0,1.0,1.0,0.0,1,25,Brooklyn,Boerum Hill,Boro Zone
2,2023-01-24 07:14:18,01/24/2023 07:45:27 AM,N,1.0,97,227,2.0,4.38,30.3,0.0,0.5,12.0,0.0,,1.0,43.8,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-29 17:46:26,01/29/2023 06:09:41 PM,N,1.0,65,263,1.0,8.57,34.5,0.0,0.5,7.75,0.0,,1.0,46.5,1.0,1.0,2.75,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
1,2023-01-02 00:29:13,01/02/2023 12:37:37 AM,N,1.0,91,71,1.0,0.0,15.2,0.0,1.5,0.0,0.0,,1.0,16.7,1.0,1.0,0.0,1,91,Brooklyn,Flatlands,Boro Zone
2,2023-01-07 11:50:20,01/07/2023 12:08:39 PM,N,1.0,97,17,1.0,2.67,18.4,0.0,0.5,0.0,0.0,,1.0,19.9,2.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-12 21:50:55,01/12/2023 10:15:25 PM,N,1.0,66,263,2.0,9.31,39.4,1.0,0.5,4.46,0.0,,1.0,49.11,1.0,1.0,2.75,1,66,Brooklyn,DUMBO/Vinegar Hill,Boro Zone
2,2023-01-09 13:07:28,01/09/2023 01:47:44 PM,N,1.0,97,39,1.0,6.88,40.1,0.0,0.5,4.0,0.0,,1.0,45.6,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-07 21:30:25,01/07/2023 09:58:26 PM,N,1.0,66,68,1.0,5.54,29.6,1.0,0.5,4.0,0.0,,1.0,38.85,1.0,1.0,2.75,1,66,Brooklyn,DUMBO/Vinegar Hill,Boro Zone
1,2023-01-16 13:50:27,01/16/2023 02:05:47 PM,N,1.0,97,188,1.0,0.0,15.2,0.0,1.5,0.0,0.0,,1.0,16.7,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-28 19:50:01,01/28/2023 07:54:12 PM,N,1.0,66,34,1.0,0.79,6.5,0.0,0.5,0.0,0.0,,1.0,8.0,2.0,1.0,0.0,1,66,Brooklyn,DUMBO/Vinegar Hill,Boro Zone
2,2023-01-01 21:08:58,01/01/2023 09:21:37 PM,N,1.0,65,61,1.0,2.29,14.2,1.0,0.5,4.18,0.0,,1.0,20.88,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-31 17:48:04,01/31/2023 05:55:16 PM,N,1.0,97,97,2.0,1.0,8.6,2.5,0.5,0.0,0.0,,1.0,12.6,2.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-11 23:03:48,01/11/2023 11:39:41 PM,N,1.0,66,48,2.0,9.82,45.7,1.0,0.5,0.0,0.0,,1.0,50.95,2.0,1.0,2.75,1,66,Brooklyn,DUMBO/Vinegar Hill,Boro Zone
2,2023-01-30 23:09:06,01/30/2023 11:13:37 PM,N,1.0,210,210,1.0,0.74,6.5,1.0,0.5,1.8,0.0,,1.0,10.8,1.0,1.0,0.0,1,210,Brooklyn,Sheepshead Bay,Boro Zone
1,2023-01-12 15:39:11,01/12/2023 04:00:33 PM,N,1.0,97,17,1.0,2.3,16.3,0.0,1.5,3.0,0.0,,1.0,20.8,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-08 16:32:48,01/08/2023 04:45:08 PM,N,1.0,65,17,1.0,1.75,12.8,0.0,0.5,2.7,0.0,,1.0,17.0,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
1,2023-01-05 21:46:26,01/05/2023 09:53:04 PM,N,1.0,210,210,1.0,1.2,7.9,1.0,1.5,0.17,0.0,,1.0,10.57,1.0,1.0,0.0,1,210,Brooklyn,Sheepshead Bay,Boro Zone
1,2023-01-18 18:35:20,01/18/2023 06:56:11 PM,N,1.0,65,189,1.0,1.0,14.2,2.5,1.5,3.64,0.0,,1.0,21.84,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-21 03:50:50,01/21/2023 04:14:12 AM,N,1.0,256,48,5.0,5.73,27.5,1.0,0.5,6.55,0.0,,1.0,39.3,1.0,1.0,2.75,1,256,Brooklyn,Williamsburg (South Side),Boro Zone
2,2023-01-21 19:56:33,01/21/2023 08:04:37 PM,N,1.0,97,97,1.0,0.82,8.6,0.0,0.5,0.0,0.0,,1.0,10.1,2.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
1,2023-01-11 17:01:26,01/11/2023 05:59:59 PM,N,1.0,210,210,1.0,5.8,42.2,2.5,1.5,0.0,0.0,,1.0,46.2,2.0,1.0,0.0,1,210,Brooklyn,Sheepshead Bay,Boro Zone
2,2023-01-30 01:16:12,01/30/2023 01:16:15 AM,N,5.0,61,264,1.0,0.0,16.0,0.0,0.0,0.0,0.0,,1.0,17.0,1.0,2.0,0.0,1,61,Brooklyn,Crown Heights North,Boro Zone
2,2023-01-24 18:13:00,01/24/2023 06:47:00 PM,,,33,161,,7.93,36.69,0.0,0.0,14.1,6.55,,1.0,61.09,,,,1,33,Brooklyn,Brooklyn Heights,Boro Zone
1,2023-01-21 04:46:55,01/21/2023 05:00:09 AM,N,1.0,36,225,1.0,1.7,13.5,1.0,1.5,3.2,0.0,,1.0,19.2,1.0,1.0,0.0,1,36,Brooklyn,Bushwick North,Boro Zone
1,2023-01-07 02:58:12,01/07/2023 03:10:43 AM,N,1.0,25,17,1.0,2.9,11.5,0.5,1.5,3.35,0.0,,1.0,16.85,1.0,1.0,0.0,1,25,Brooklyn,Boerum Hill,Boro Zone
1,2023-01-14 22:33:55,01/14/2023 10:42:04 PM,N,1.0,65,181,1.0,1.3,9.3,1.0,1.5,1.0,0.0,,1.0,12.8,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-25 19:35:35,01/25/2023 07:49:00 PM,N,1.0,65,49,1.0,1.65,13.5,2.5,0.5,1.0,0.0,,1.0,18.5,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-01 17:33:58,01/01/2023 06:14:20 PM,N,1.0,66,170,2.0,2.02,34.5,0.0,0.5,0.0,0.0,,1.0,38.75,2.0,1.0,2.75,1,66,Brooklyn,DUMBO/Vinegar Hill,Boro Zone
2,2023-01-21 17:09:44,01/21/2023 06:00:39 PM,N,1.0,97,91,1.0,6.27,43.6,0.0,0.5,0.0,0.0,,1.0,45.1,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
1,2023-01-06 18:02:52,01/06/2023 06:20:27 PM,N,1.0,65,61,1.0,0.0,17.2,0.0,1.5,0.0,0.0,,1.0,18.7,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-19 18:42:30,01/19/2023 07:02:58 PM,N,1.0,66,40,2.0,3.06,19.1,2.5,0.5,3.46,0.0,,1.0,26.56,1.0,1.0,0.0,1,66,Brooklyn,DUMBO/Vinegar Hill,Boro Zone
1,2023-01-29 09:27:03,01/29/2023 09:59:37 AM,N,1.0,29,68,1.0,0.0,49.5,0.0,1.5,0.0,0.0,,1.0,51.0,1.0,1.0,0.0,1,29,Brooklyn,Brighton Beach,Boro Zone
1,2023-01-11 06:33:59,01/11/2023 07:12:08 AM,N,1.0,177,226,1.0,0.0,32.5,0.0,1.5,0.0,0.0,,1.0,34.0,1.0,1.0,0.0,1,177,Brooklyn,Ocean Hill,Boro Zone
1,2023-01-09 09:39:07,01/09/2023 10:03:37 AM,N,1.0,26,11,1.0,0.0,17.2,0.0,1.5,0.0,0.0,,1.0,18.7,1.0,1.0,0.0,1,26,Brooklyn,Borough Park,Boro Zone
2,2023-01-16 19:29:32,01/16/2023 07:33:19 PM,N,1.0,66,33,2.0,0.88,6.5,0.0,0.5,2.4,0.0,,1.0,10.4,1.0,1.0,0.0,1,66,Brooklyn,DUMBO/Vinegar Hill,Boro Zone
2,2023-01-03 05:08:12,01/03/2023 05:33:33 AM,N,1.0,55,25,1.0,12.68,50.6,1.0,0.5,0.0,0.0,,1.0,53.1,2.0,1.0,0.0,1,55,Brooklyn,Coney Island,Boro Zone
1,2023-01-07 20:59:42,01/07/2023 09:28:06 PM,N,1.0,25,210,1.0,0.0,44.5,0.0,1.5,0.0,0.0,,1.0,46.0,1.0,1.0,0.0,1,25,Brooklyn,Boerum Hill,Boro Zone
2,2023-01-29 01:49:49,01/29/2023 02:13:11 AM,N,1.0,256,37,2.0,4.91,25.4,1.0,0.5,5.58,0.0,,1.0,33.48,1.0,1.0,0.0,1,256,Brooklyn,Williamsburg (South Side),Boro Zone
2,2023-01-24 16:46:00,01/24/2023 05:27:00 PM,,,72,227,,5.2,25.98,0.0,0.0,5.4,0.0,,1.0,32.38,,,,1,72,Brooklyn,East Flatbush/Remsen Village,Boro Zone
