VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge,month,LocationID,Borough,Zone,service_zone
2,2023-01-20 08:11:00,01/20/2023 08:47:00 AM,,,17,106,,4.14,26.92,0.0,0.0,0.5,0.0,,1.0,28.42,,,,1,17,Brooklyn,Bedford,Boro Zone
2,2023-01-07 08:39:47,01/07/2023 08:46:19 AM,N,1.0,188,181,1.0,1.54,10.0,0.0,0.5,3.45,0.0,,1.0,14.95,1.0,1.0,0.0,1,188,Brooklyn,Prospect-Lefferts Gardens,Boro Zone
2,2023-01-06 16:44:38,01/06/2023 04:58:35 PM,N,1.0,97,49,1.0,1.23,12.8,2.5,0.5,2.52,0.0,,1.0,19.32,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
1,2023-01-11 13:08:21,01/11/2023 02:12:44 PM,N,1.0,55,168,1.0,0.0,57.2,0.0,1.5,0.0,0.0,,1.0,58.7,1.0,1.0,0.0,1,55,Brooklyn,Coney Island,Boro Zone
1,2023-01-13 19:32:29,01/13/2023 07:49:45 PM,N,1.0,65,89,1.0,3.1,13.5,1.0,1.5,3.2,0.0,,1.0,19.2,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
1,2023-01-29 02:34:53,01/29/2023 02:37:21 AM,N,1.0,25,33,2.0,0.4,3.5,0.5,1.5,1.6,0.0,,1.0,7.1,1.0,1.0,0.0,1,25,Brooklyn,Boerum Hill,Boro Zone
1,2023-01-18 01:17:14,01/18/2023 01:38:02 AM,N,1.0,40,68,1.0,6.3,20.5,3.25,1.5,0.0,0.0,,1.0,25.25,2.0,1.0,2.75,1,40,Brooklyn,Carroll Gardens,Boro Zone
2,2023-01-25 13:41:13,01/25/2023 01:46:43 PM,N,1.0,228,257,1.0,0.93,7.9,0.0,0.5,2.82,0.0,,1.0,12.22,1.0,1.0,0.0,1,228,Brooklyn,Sunset Park West,Boro Zone
2,2023-01-07 18:39:55,01/07/2023 06:39:57 PM,N,5.0,97,97,1.0,0.0,15.0,0.0,0.0,1.0,0.0,,1.0,17.0,1.0,2.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-29 14:22:00,01/29/2023 02:45:00 PM,,,33,114,,3.38,17.18,0.0,0.0,4.19,0.0,,1.0,25.12,,,,1,33,Brooklyn,Brooklyn Heights,Boro Zone
2,2023-01-30 19:40:05,01/30/2023 07:44:33 PM,N,1.0,210,210,1.0,0.68,6.5,2.5,0.5,2.1,0.0,,1.0,12.6,1.0,1.0,0.0,1,210,Brooklyn,Sheepshead Bay,Boro Zone
2,2023-01-16 17:14:59,01/16/2023 05:22:42 PM,N,1.0,66,52,1.0,1.7,10.0,0.0,0.5,2.16,0.0,,0.3,12.96,1.0,1.0,0.0,1,66,Brooklyn,DUMBO/Vinegar Hill,Boro Zone
2,2023-01-14 18:33:09,01/14/2023 07:06:43 PM,N,1.0,256,209,1.0,3.55,28.9,0.0,0.5,6.49,0.0,,0.3,38.94,1.0,1.0,2.75,1,256,Brooklyn,Williamsburg (South Side),Boro Zone
1,2023-01-25 09:41:42,01/25/2023 10:11:37 AM,N,1.0,91,210,1.0,3.3,20.0,0.0,1.5,0.0,0.0,,1.0,21.5,2.0,1.0,0.0,1,91,Brooklyn,Flatlands,Boro Zone
2,2023-01-07 14:28:00,01/07/2023 02:32:31 PM,N,1.0,65,25,1.0,0.61,6.5,0.0,0.5,1.6,0.0,,1.0,9.6,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-30 18:46:02,01/30/2023 07:16:50 PM,N,1.0,25,61,1.0,4.19,29.6,2.5,0.5,0.0,0.0,,1.0,33.6,2.0,1.0,0.0,1,25,Brooklyn,Boerum Hill,Boro Zone
2,2023-01-08 11:13:41,01/08/2023 11:25:58 AM,N,1.0,97,188,1.0,2.89,15.6,0.0,0.5,3.42,0.0,,1.0,20.52,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-29 01:48:44,01/29/2023 02:08:18 AM,N,1.0,255,25,1.0,7.12,31.0,1.0,0.5,3.0,0.0,,1.0,36.5,1.0,1.0,0.0,1,255,Brooklyn,Williamsburg (North Side),Boro Zone
1,2023-01-04 18:10:07,01/04/2023 06:59:32 PM,N,1.0,210,210,1.0,6.0,38.0,2.5,1.5,0.0,0.0,,1.0,42.0,2.0,1.0,0.0,1,210,Brooklyn,Sheepshead Bay,Boro Zone
2,2023-01-03 13:57:00,01/03/2023 02:08:00 PM,N,1.0,97,97,1.0,1.09,10.7,0.0,0.5,2.44,0.0,,1.0,14.64,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
1,2023-01-19 20:46:43,01/19/2023 08:54:28 PM,N,1.0,210,210,1.0,1.4,7.0,0.5,1.5,0.0,0.0,,1.0,9.0,2.0,1.0,0.0,1,210,Brooklyn,Sheepshead Bay,Boro Zone
2,2023-01-11 10:36:06,01/11/2023 10:54:13 AM,N,1.0,225,36,1.0,2.56,15.6,0.0,0.5,0.0,0.0,,1.0,17.1,2.0,1.0,0.0,1,225,Brooklyn,Stuyvesant Heights,Boro Zone
2,2023-01-31 16:53:21,01/31/2023 05:35:55 PM,N,1.0,188,145,1.0,6.9,30.0,1.0,0.5,6.36,0.0,,0.3,38.16,1.0,1.0,0.0,1,188,Brooklyn,Prospect-Lefferts Gardens,Boro Zone
2,2023-01-01 15:12:02,01/01/2023 03:17:39 PM,N,1.0,255,112,1.0,1.15,7.9,0.0,0.5,0.0,0.0,,1.0,9.4,2.0,1.0,0.0,1,255,Brooklyn,Williamsburg (North Side),Boro Zone
2,2023-01-21 12:59:43,01/21/2023 01:11:59 PM,N,1.0,66,12,1.0,2.71,14.9,0.0,0.5,3.83,0.0,,1.0,22.98,1.0,1.0,2.75,1,66,Brooklyn,DUMBO/Vinegar Hill,Boro Zone
1,2023-01-28 15:25:38,01/28/2023 03:52:51 PM,N,1.0,55,124,1.0,0.0,33.2,0.0,1.5,0.0,0.0,,1.0,34.7,1.0,1.0,0.0,1,55,Brooklyn,Coney Island,Boro Zone
1,2023-01-05 16:04:39,01/05/2023 04:17:12 PM,N,1.0,97,189,1.0,1.4,10.7,2.5,1.5,2.9,0.0,,1.0,17.6,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-26 12:30:54,01/26/2023 12:52:27 PM,N,1.0,65,68,1.0,4.35,24.0,0.0,0.5,0.0,0.0,,1.0,28.25,2.0,1.0,2.75,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
1,2023-01-05 14:32:57,01/05/2023 02:42:45 PM,N,1.0,210,123,1.0,1.6,10.7,0.0,1.5,1.0,0.0,,1.0,13.2,1.0,1.0,0.0,1,210,Brooklyn,Sheepshead Bay,Boro Zone
2,2023-01-30 10:18:24,01/30/2023 10:25:05 AM,N,1.0,33,33,1.0,0.56,7.2,0.0,0.5,0.0,0.0,,1.0,8.7,2.0,1.0,0.0,1,33,Brooklyn,Brooklyn Heights,Boro Zone
2,2023-01-02 13:49:54,01/02/2023 02:04:41 PM,N,1.0,65,61,2.0,1.95,15.6,0.0,0.5,0.0,0.0,,1.0,17.1,2.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-03 09:54:00,01/03/2023 10:25:00 AM,,,181,71,,4.4,25.46,0.0,0.0,1.0,0.0,,1.0,27.46,,,,1,181,Brooklyn,Park Slope,Boro Zone
1,2023-01-05 15:14:19,01/05/2023 03:49:39 PM,N,1.0,14,61,1.0,0.0,29.2,0.0,1.5,0.0,0.0,,1.0,30.7,1.0,1.0,0.0,1,14,Brooklyn,Bay Ridge,Boro Zone
2,2023-01-02 03:57:00,01/02/2023 04:23:00 AM,,,61,68,,0.0,36.01,0.0,0.0,4.0,0.0,,1.0,43.76,,,,1,61,Brooklyn,Crown Heights North,Boro Zone
1,2023-01-15 12:28:02,01/15/2023 12:55:29 PM,N,1.0,76,17,1.0,0.0,25.5,0.0,1.5,0.0,0.0,,1.0,27.0,1.0,1.0,0.0,1,76,Brooklyn,East New York,Boro Zone
2,2023-01-15 15:00:05,01/15/2023 03:15:34 PM,N,1.0,97,97,1.0,1.97,15.6,0.0,0.5,3.0,0.0,,1.0,20.1,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
1,2023-01-13 10:12:23,01/13/2023 10:26:04 AM,N,1.0,52,261,1.0,3.2,17.0,2.75,1.5,5.0,0.0,,1.0,26.25,1.0,1.0,2.75,1,52,Brooklyn,Cobble Hill,Boro Zone
1,2023-01-05 15:11:14,01/05/2023 03:43:12 PM,N,1.0,33,246,3.0,7.1,33.1,2.75,1.5,0.0,0.0,,1.0,37.35,2.0,1.0,2.75,1,33,Brooklyn,Brooklyn Heights,Boro Zone
2,2023-01-29 00:15:34,01/29/2023 12:21:36 AM,N,1.0,55,55,1.0,0.0,7.2,1.0,0.5,0.0,0.0,,1.0,9.7,2.0,1.0,0.0,1,55,Brooklyn,Coney Island,Boro Zone
2,2023-01-10 17:26:00,01/10/2023 05:40:00 PM,,,66,49,,2.3,16.7,0.0,0.0,2.66,0.0,,1.0,20.36,,,,1,66,Brooklyn,DUMBO/Vinegar Hill,Boro Zone
2,2023-01-22 20:34:46,01/22/2023 09:01:30 PM,N,5.0,97,228,2.0,4.09,25.0,0.0,0.0,5.06,0.0,,0.3,30.36,1.0,2.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-22 12:35:18,01/22/2023 12:47:38 PM,N,1.0,97,61,1.0,2.28,14.9,0.0,0.5,0.0,0.0,,1.0,16.4,2.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-31 18:05:35,01/31/2023 06:14:40 PM,N,1.0,97,49,1.0,1.15,9.3,2.5,0.5,1.33,0.0,,1.0,14.63,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
1,2023-01-01 18:07:52,01/01/2023 06:35:38 PM,N,1.0,66,237,4.0,7.5,33.8,2.75,1.5,0.0,0.0,,1.0,38.05,2.0,1.0,2.75,1,66,Brooklyn,DUMBO/Vinegar Hill,Boro Zone
1,2023-01-13 14:47:57,01/13/2023 03:05:02 PM,N,1.0,65,61,0.0,2.0,13.5,0.0,1.5,3.75,0.0,,1.0,18.75,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
1,2023-01-14 16:54:21,01/14/2023 05:18:42 PM,N,1.0,65,89,2.0,3.6,21.2,0.0,1.5,4.5,0.0,,1.0,27.2,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-14 22:51:58,01/14/2023 11:06:47 PM,N,1.0,97,225,1.0,2.48,15.6,1.0,0.5,3.62,0.0,,1.0,21.72,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-19 19:39:00,01/19/2023 07:55:00 PM,,,40,181,,2.57,14.31,0.0,0.0,3.06,0.0,,1.0,18.37,,,,1,40,Brooklyn,Carroll Gardens,Boro Zone
1,2023-01-24 17:56:29,01/24/2023 06:12:04 PM,N,1.0,65,17,1.0,2.1,15.6,2.5,1.5,0.0,0.0,,1.0,19.6,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-27 10:30:07,01/27/2023 10:36:43 AM,N,1.0,97,181,1.0,0.82,7.9,0.0,0.5,2.82,0.0,,1.0,12.22,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
1,2023-01-13 12:17:34,01/13/2023 01:43:37 PM,N,1.0,39,141,3.0,18.9,68.0,2.75,1.5,0.0,0.0,,1.0,72.25,2.0,1.0,2.75,1,39,Brooklyn,Canarsie,Boro Zone
2,2023-01-02 16:53:00,01/02/2023 05:12:00 PM,,,155,178,,2.43,19.37,0.0,0.0,0.35,0.0,,1.0,20.72,,,,1,155,Brooklyn,Marine Park/Mill Basin,Boro Zone
1,2023-01-09 08:10:25,01/09/2023 09:09:01 AM,N,1.0,21,210,3.0,0.5,43.6,0.0,1.5,0.0,0.0,,1.0,45.1,2.0,1.0,0.0,1,21,Brooklyn,Bensonhurst East,Boro Zone
2,2023-01-14 07:54:03,01/14/2023 08:19:49 AM,N,1.0,65,72,1.0,5.9,29.6,0.0,0.5,6.22,0.0,,1.0,37.32,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
1,2023-01-26 13:12:36,01/26/2023 01:20:13 PM,N,1.0,181,97,1.0,1.2,7.9,0.0,1.5,0.0,0.0,,1.0,9.4,3.0,1.0,0.0,1,181,Brooklyn,Park Slope,Boro Zone
2,2023-01-26 11:34:00,01/26/2023 12:12:00 PM,,,25,63,,6.93,28.4,0.0,0.0,0.53,0.0,,1.0,29.93,,,,1,25,Brooklyn,Boerum Hill,Boro Zone
1,2023-01-13 22:57:15,01/13/2023 11:08:56 PM,N,1.0,225,63,1.0,0.0,15.2,0.0,1.5,0.0,0.0,,1.0,16.7,1.0,1.0,0.0,1,225,Brooklyn,Stuyvesant Heights,Boro Zone
2,2023-01-04 19:21:59,01/04/2023 07:45:37 PM,N,1.0,97,89,1.0,3.08,22.6,2.5,0.5,5.32,0.0,,1.0,31.92,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-09 18:44:23,01/09/2023 06:50:31 PM,N,1.0,33,40,1.0,1.17,7.9,2.5,0.5,2.14,0.0,,1.0,14.04,1.0,1.0,0.0,1,33,Brooklyn,Brooklyn Heights,Boro Zone
1,2023-01-12 07:29:28,01/12/2023 08:10:26 AM,N,1.0,40,68,1.0,6.6,40.8,2.75,1.5,6.76,0.0,,1.0,51.81,1.0,1.0,2.75,1,40,Brooklyn,Carroll Gardens,Boro Zone
2,2023-01-24 08:59:00,01/24/2023 09:33:00 AM,,,106,17,,4.68,25.31,0.0,0.0,0.46,0.0,,1.0,26.77,,,,1,106,Brooklyn,Gowanus,Boro Zone
2,2023-01-29 17:49:20,01/29/2023 05:59:23 PM,N,1.0,97,181,1.0,1.03,10.0,0.0,0.5,2.3,0.0,,1.0,13.8,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-11 21:46:20,01/11/2023 09:51:35 PM,N,1.0,210,210,1.0,0.78,6.5,1.0,0.5,2.25,0.0,,1.0,11.25,1.0,1.0,0.0,1,210,Brooklyn,Sheepshead Bay,Boro Zone
2,2023-01-24 09:26:00,01/24/2023 09:36:00 AM,,,49,62,,1.52,12.18,0.0,0.0,2.64,0.0,,1.0,15.82,,,,1,49,Brooklyn,Clinton Hill,Boro Zone
2,2023-01-03 17:29:42,01/03/2023 05:40:21 PM,N,1.0,55,210,1.0,1.99,12.1,2.5,0.5,0.0,0.0,,1.0,16.1,2.0,1.0,0.0,1,55,Brooklyn,Coney Island,Boro Zone
1,2023-01-07 16:31:53,01/07/2023 04:46:55 PM,N,1.0,210,155,2.0,4.9,23.3,0.0,1.5,2.0,0.0,,1.0,26.8,1.0,1.0,0.0,1,210,Brooklyn,Sheepshead Bay,Boro Zone
2,2023-01-29 01:26:00,01/29/2023 01:39:00 AM,,,80,195,,6.56,28.41,0.0,0.0,5.88,0.0,,1.0,35.29,,,,1,80,Brooklyn,East Williamsburg,Boro Zone
1,2023-01-27 07:21:41,01/27/2023 08:45:22 AM,N,1.0,21,210,3.0,0.0,61.1,0.0,1.5,0.0,0.0,,1.0,62.6,2.0,1.0,0.0,1,21,Brooklyn,Bensonhurst East,Boro Zone
2,2023-01-20 16:55:00,01/20/2023 04:57:00 PM,,,195,195,,0.59,22.56,0.0,0.0,3.53,0.0,,1.0,27.09,,,,1,195,Brooklyn,Red Hook,Boro Zone
2,2023-01-21 19:22:00,01/21/2023 07:33:10 PM,N,1.0,97,40,1.0,1.83,12.1,0.0,0.5,2.72,0.0,,1.0,16.32,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-15 13:34:46,01/15/2023 01:51:24 PM,N,1.0,97,232,1.0,3.32,19.1,0.0,0.5,4.53,0.0,,0.3,27.18,1.0,1.0,2.75,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-13 08:54:00,01/13/2023 09:15:00 AM,,,33,246,,5.18,28.38,0.0,0.0,6.43,0.0,,1.0,38.56,,,,1,33,Brooklyn,Brooklyn Heights,Boro Zone
1,2023-01-30 18:29:34,01/30/2023 06:38:57 PM,N,1.0,210,210,1.0,1.2,7.5,1.0,1.5,0.0,0.0,,1.0,10.0,2.0,1.0,0.0,1,210,Brooklyn,Sheepshead Bay,Boro Zone
2,2023-01-06 23:22:48,01/06/2023 11:22:52 PM,N,5.0,62,62,2.0,0.0,15.0,0.0,0.0,3.06,0.0,,0.3,18.36,1.0,2.0,0.0,1,62,Brooklyn,Crown Heights South,Boro Zone
2,2023-01-01 02:42:25,01/01/2023 03:01:16 AM,N,1.0,256,189,1.0,3.63,20.5,1.0,0.5,0.0,0.0,,1.0,23.0,2.0,1.0,0.0,1,256,Brooklyn,Williamsburg (South Side),Boro Zone
2,2023-01-08 21:17:09,01/08/2023 09:25:33 PM,N,1.0,65,49,1.0,1.26,7.0,0.5,0.5,1.66,0.0,,0.3,9.96,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
1,2023-01-05 16:55:21,01/05/2023 05:02:59 PM,N,1.0,17,49,0.0,1.2,7.0,1.0,1.5,0.0,0.0,,1.0,9.5,2.0,1.0,0.0,1,17,Brooklyn,Bedford,Boro Zone
2,2023-01-25 08:55:00,01/25/2023 09:06:00 AM,,,33,228,,3.61,19.55,0.0,0.0,4.11,0.0,,1.0,24.66,,,,1,33,Brooklyn,Brooklyn Heights,Boro Zone
2,2023-01-10 18:05:56,01/10/2023 06:17:02 PM,N,1.0,97,25,1.0,0.97,11.4,2.5,0.5,1.0,0.0,,0.3,15.7,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
1,2023-01-19 13:53:07,01/19/2023 02:07:00 PM,N,1.0,195,106,1.0,0.0,18.5,0.0,1.5,0.0,0.0,,1.0,20.0,1.0,1.0,0.0,1,195,Brooklyn,Red Hook,Boro Zone
2,2023-01-29 13:45:50,01/29/2023 02:12:39 PM,N,1.0,97,140,1.0,8.0,36.6,0.0,0.5,6.0,0.0,,1.0,46.85,1.0,1.0,2.75,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-26 13:04:11,01/26/2023 01:17:16 PM,N,1.0,97,49,1.0,1.32,12.8,0.0,0.5,4.29,0.0,,1.0,18.59,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
1,2023-01-29 17:30:46,01/29/2023 05:40:18 PM,N,1.0,61,35,2.0,0.9,7.5,0.0,1.5,0.0,0.0,,1.0,9.0,2.0,1.0,0.0,1,61,Brooklyn,Crown Heights North,Boro Zone
1,2023-01-21 15:05:39,01/21/2023 03:15:17 PM,N,1.0,65,97,1.0,1.0,7.5,0.0,1.5,1.0,0.0,,1.0,10.0,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-10 19:49:36,01/10/2023 07:55:06 PM,N,1.0,65,33,1.0,0.77,7.2,2.5,0.5,2.22,0.0,,0.3,12.72,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-26 12:36:59,01/26/2023 12:47:01 PM,N,1.0,97,181,1.0,0.71,10.0,0.0,0.5,2.3,0.0,,1.0,13.8,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-04 15:16:59,01/04/2023 03:31:08 PM,N,1.0,97,25,2.0,1.0,12.8,0.0,0.5,3.58,0.0,,1.0,17.88,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-01 02:33:55,01/01/2023 02:56:39 AM,N,1.0,112,17,1.0,4.29,24.0,1.0,0.5,0.0,0.0,,1.0,26.5,2.0,1.0,0.0,1,112,Brooklyn,Greenpoint,Boro Zone
1,2023-01-31 19:59:44,01/31/2023 08:41:06 PM,N,1.0,210,210,1.0,5.5,33.1,2.5,1.5,0.0,0.0,,1.0,37.1,2.0,1.0,0.0,1,210,Brooklyn,Sheepshead Bay,Boro Zone
2,2023-01-09 16:54:35,01/09/2023 05:16:38 PM,N,1.0,66,164,1.0,6.15,29.6,2.5,0.5,0.0,0.0,,1.0,36.35,2.0,1.0,2.75,1,66,Brooklyn,DUMBO/Vinegar Hill,Boro Zone
2,2023-01-06 23:52:00,01/07/2023 12:02:00 AM,,,40,49,,2.03,15.21,0.0,0.0,3.24,0.0,,1.0,19.45,,,,1,40,Brooklyn,Carroll Gardens,Boro Zone
2,2023-01-12 15:34:57,01/12/2023 04:00:46 PM,N,1.0,227,21,1.0,3.38,24.7,0.0,0.5,0.0,0.0,,1.0,26.2,2.0,1.0,0.0,1,227,Brooklyn,Sunset Park East,Boro Zone
2,2023-01-22 14:15:34,01/22/2023 03:02:56 PM,N,1.0,97,237,1.0,9.3,51.3,0.0,0.5,11.11,0.0,,1.0,66.66,1.0,1.0,2.75,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-08 20:02:24,01/08/2023 08:17:42 PM,N,1.0,33,17,1.0,3.19,18.4,1.0,0.5,0.0,0.0,,1.0,20.9,2.0,1.0,0.0,1,33,Brooklyn,Brooklyn Heights,Boro Zone
1,2023-01-07 13:28:34,01/07/2023 01:42:22 PM,N,1.0,66,162,1.0,6.0,25.4,2.75,1.5,5.9,0.0,,1.0,35.55,1.0,1.0,2.75,1,66,Brooklyn,DUMBO/Vinegar Hill,Boro Zone
2,2023-01-26 08:31:00,01/26/2023 09:09:00 AM,,,255,231,,4.56,27.46,0.0,0.0,4.68,0.0,,1.0,35.89,,,,1,255,Brooklyn,Williamsburg (North Side),Boro Zone
1,2023-01-17 11:02:17,01/17/2023 11:27:59 AM,N,1.0,85,225,1.0,4.5,18.5,0.0,1.5,0.0,0.0,,1.0,20.0,2.0,1.0,0.0,1,85,Brooklyn,Erasmus,Boro Zone
2,2023-01-07 12:42:46,01/07/2023 12:53:09 PM,N,1.0,97,181,1.0,1.68,12.1,0.0,0.5,2.5,0.0,,1.0,16.1,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-28 12:45:32,01/28/2023 01:03:52 PM,N,1.0,217,56,1.0,6.26,28.9,0.0,0.5,0.0,0.0,,1.0,30.4,2.0,1.0,0.0,1,217,Brooklyn,South Williamsburg,Boro Zone
1,2023-01-17 15:51:53,01/17/2023 04:26:24 PM,N,1.0,97,7,1.0,9.9,42.2,0.0,1.5,5.0,0.0,,1.0,48.7,1.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
1,2023-01-21 18:07:10,01/21/2023 06:29:50 PM,N,1.0,65,37,1.0,3.2,21.9,0.0,1.5,4.65,0.0,,1.0,28.05,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-04 07:20:00,01/04/2023 07:36:00 AM,,,33,137,,5.54,25.27,0.0,0.0,5.8,0.0,,1.0,34.82,,,,1,33,Brooklyn,Brooklyn Heights,Boro Zone
2,2023-01-11 09:52:01,01/11/2023 10:02:14 AM,N,1.0,154,76,1.0,0.0,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,2.0,1.0,0.0,1,154,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone
2,2023-01-08 02:45:37,01/08/2023 03:05:56 AM,N,1.0,112,90,2.0,5.7,27.5,1.0,0.5,8.19,0.0,,1.0,40.94,1.0,1.0,2.75,1,112,Brooklyn,Greenpoint,Boro Zone
1,2023-01-08 17:27:01,01/08/2023 05:42:59 PM,N,1.0,65,188,1.0,2.6,15.6,0.0,1.5,3.4,0.0,,1.0,20.5,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-28 17:12:00,01/28/2023 05:25:00 PM,,,225,36,,1.94,14.56,0.0,0.0,1.56,0.0,,1.0,17.12,,,,1,225,Brooklyn,Stuyvesant Heights,Boro Zone
1,2023-01-09 19:49:18,01/09/2023 07:54:49 PM,N,1.0,210,210,1.0,0.5,5.0,1.0,1.5,0.0,0.0,,1.0,7.5,2.0,1.0,0.0,1,210,Brooklyn,Sheepshead Bay,Boro Zone
2,2023-01-06 12:32:22,01/06/2023 12:43:54 PM,N,1.0,97,65,1.0,1.27,12.1,0.0,0.5,0.0,0.0,,0.3,12.9,2.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-02 11:38:06,01/02/2023 11:49:04 AM,N,1.0,97,181,2.0,1.73,13.5,0.0,0.5,0.0,0.0,,1.0,15.0,2.0,1.0,0.0,1,97,Brooklyn,Fort Greene,Boro Zone
2,2023-01-15 04:14:33,01/15/2023 04:34:24 AM,N,1.0,36,79,5.0,6.08,27.5,1.0,0.5,3.0,0.0,,1.0,35.75,1.0,1.0,2.75,1,36,Brooklyn,Bushwick North,Boro Zone
1,2023-01-26 11:10:54,01/26/2023 11:28:52 AM,N,1.0,195,14,1.0,0.0,20.2,0.0,1.5,0.0,0.0,,1.0,21.7,1.0,1.0,0.0,1,195,Brooklyn,Red Hook,Boro Zone
2,2023-01-16 11:02:51,01/16/2023 11:16:09 AM,N,1.0,33,255,1.0,3.89,19.8,0.0,0.5,4.26,0.0,,1.0,25.56,1.0,1.0,0.0,1,33,Brooklyn,Brooklyn Heights,Boro Zone
1,2023-01-13 19:46:45,01/13/2023 08:02:19 PM,N,1.0,65,17,1.0,2.0,13.5,2.5,1.5,3.5,0.0,,1.0,21.0,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
2,2023-01-13 07:43:00,01/13/2023 08:28:00 AM,,,77,112,,5.31,36.06,0.0,0.0,0.0,0.0,,1.0,37.06,,,,1,77,Brooklyn,East New York/Pennsylvania Avenue,Boro Zone
2,2023-01-19 14:07:22,01/19/2023 02:11:34 PM,N,1.0,40,52,1.0,0.15,5.8,0.0,0.5,1.32,0.0,,0.3,7.92,1.0,1.0,0.0,1,40,Brooklyn,Carroll Gardens,Boro Zone
2,2023-01-14 13:14:00,01/14/2023 01:25:00 PM,,,33,66,,1.21,12.17,0.0,0.0,2.63,0.0,,1.0,15.8,,,,1,33,Brooklyn,Brooklyn Heights,Boro Zone
2,2023-01-26 07:58:04,01/26/2023 08:27:53 AM,N,1.0,52,233,1.0,7.19,34.5,0.0,0.5,0.0,0.0,,1.0,38.75,2.0,1.0,2.75,1,52,Brooklyn,Cobble Hill,Boro Zone
2,2023-01-18 21:43:00,01/18/2023 09:55:00 PM,,,37,17,,2.07,13.54,0.0,0.0,1.45,0.0,,1.0,15.99,,,,1,37,Brooklyn,Bushwick South,Boro Zone
2,2023-01-01 03:11:11,01/01/2023 03:11:15 AM,N,5.0,256,256,1.0,0.02,35.0,0.0,0.0,0.0,0.0,,0.3,35.3,1.0,2.0,0.0,1,256,Brooklyn,Williamsburg (South Side),Boro Zone
2,2023-01-16 14:07:46,01/16/2023 02:26:20 PM,N,1.0,65,188,1.0,3.11,19.8,0.0,0.5,4.26,0.0,,1.0,25.56,1.0,1.0,0.0,1,65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
